review,rating,date,bank,source,app_version,thumbs_up,scrape_date
Mahamd muussaa uruu wadaay Asabot,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
ዋው ነው,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
The network,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
required.trasfer many,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"Easy and fast, timable",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Best Appi forever ♾️,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Thank you batam innamasagginalen,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Very interested in,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Excellent application appreciated!!!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
I like it and that is exceptional,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Very very slow app i have no idea,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Tanks it's very good and useful,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"When your app is convenient for us blind people, why are the bank employees advising us that we can't do it? Please do some conscious work and at least help your employees not to be under the machine.",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
An able to use it since January. Thanks,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"The worst Banking app in Ethiopia, I'm transferring money twice what's the fuxk? Even you will not get back the double payment if you tell the bank",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
The fact that i have to go to bank and fill out a form everytime i need to login on a new device is crazy,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,7,6/7/2025
Late,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Beautiful app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Giod,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
CBE we always relay on it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It cannot activated online without going branch.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
I'm very happy I get this service,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Don't work properly!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Cbe is the worest bank in Ethiopia..period!,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"Others services remain good.But Some Futures, like finance is not found in this app.so what might be the reason?",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
The best mobile app in Ethiopia,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's the simplest way money transaction,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Góod and easy app,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Thank you for this app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
gerat Appp,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Effective services app,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Unable to update,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3.2,0,6/7/2025
አባይኔ፣ኡራግያ,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3.2,1,6/7/2025
Good in all,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
The best 👌,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It is very simple app to use&fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Too slow,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
It is the amazing app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
መመርመር,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
I excuted an order just once but this app has doubled it on it's own on my last order.With that I had to pay extra 100OETB unnecessarily. A bit of annoying 🙄,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,4,6/7/2025
"ለCBE developing crue ማስተላለፍ የምፈልገው መልክት app'አችሁ ጥሩ ሆኖ ሳለ ለምንድነው ሁሉንም አገልግሎት በአንድ app merge የማታረጉት. እዚጋ cbe birr ale ሌላ ደሞ አዲሱ CBE merchant app አለ ነዳጅ app አለ እያለ ሌላም 7+ app በCBE ስር አለ... አሁን ሰው cbe birr መጠቀም ቢፈልግ ግዴታ ወደ cbe birr ብር አስገብቶ ወይም ወደ merchant app አስገብቶ ምናምን ነው...ይሄ ሁላ ቀርቶ የናንተ best የሆነ app አላችሁ CBE Mobile banking app..Which is one of the best app in Ethiopia...It's easy, the UI is very nice...ግን ገንዘቡ ከአንዱ ወደ አንዱ ከማስተላለፍ ሁሉንም አገልግሎቶች ወደ አንድ merge ተደረገው ብናይ ወደ mobile banking app ጥሩ ነው::",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
ኘነኘ ጀዘጀጨ,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
best appp,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Very good app and user friendly,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,371,6/7/2025
Unfunctional,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Why cant i see my bank statements.or past tramsactions beyond a few.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Ok im using ? Thise app how can i get online payment?,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It is very easy to use rather than the ussd,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Exceptional app for Ethiopia,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's very nice,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Thus app is so easy and very importance to us,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Water bill only on Addis ababa,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Thanks very much,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,8,6/7/2025
100% Made My Life Easier,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's the best app fast and clear service good job,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
hulem yemntemamenbet bank 😆😂😂,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Very easy to use and fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It is nis,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
"I've been using this app for quite some time now and recently I've been seeing some unusual bugs, like saying error repository report, not syncing when I transfer to another account but then when I try it again, sent complete but has sent to that account twice... deducted twice...this needs to fixed ASAP...",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,33,6/7/2025
One of best bank applcation in ethiopia so far,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
The best all times,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
really it's good app🥰🥰🥰,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
The app never opens in Android,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Fantastic system but frontline staff need customer service training.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
So fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,13,6/7/2025
Very good .,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
I am proud 👏,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
ዋው ምርጥ አፕ ነው❤️❤️❤️,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
The application for transaction any where and time important however on process transaction intruption after some minut deducted the amount so happened double payment . So please improved ! To transact reliable show correctly on time of transaction.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,6,6/7/2025
ጊዜና ኑሮን የሚያቀል ሁሉንም በስልኬ ላይ ወድጄዋለው ።,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Worst app ever🤮🤮,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
I like it CBE app but the login pass code is doesn't give u comfort cause it's weak n it's only 4 digits,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
The UI is stone aged,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
stacked,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"I feel good, it is time and energy saving and also the first platform to digitalization of the financial issue. I want to remanid the developers to make more accessible and add more feature to it!",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,108,6/7/2025
It was so amazing,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Fingerprint lock not working,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Desirable to transfer money properly,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Add biometric,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's relief,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,156,6/7/2025
Arif now silke,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
"I have one complain, why it require verification code every time when i change my phone or reinstalled the app, as you know that code i can get it only from the branch. I know that it demanded for security reason but this method could be changed by otp sms text then i enter my own PIN and log in. couldn't you send us otp (One time password)? For instance like Dashen Bank. i waste my time and money to get verification code. You seriously think about it.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,11,6/7/2025
Solomon ayele jima,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
This app is helpful and interesting but if you add printing Receipts it become more interesting thank you in advance.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,5,6/7/2025
Very use full,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Just BAD. please improve it.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Good Good service,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It is bad and the app made my phone to behave bad,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"Please include a mechanism to sort out a statement for a transaction with a single person or enterprise, on ur cbe birr or mobile banking",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
I couldn't install the app it stuck you gotta fix it,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"Relatively good app, but we need electronic receipt or advice in PDF format to be printed for every transaction or payment we made (AWSA, EEU,IMMIGRATION FOR PASSPORT, ...) think about it.",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
"Am happy to use this app, because it's very nice to use .",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
No Hawassa water bill payment,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
በጣም አሪፍ አፕሊኬሽን ነው መስተካከል ያለበት ነገር ገንዘብ ለማስተላለፍ ተጨማሪ ማረጋገጫ እስቴፕ ቢኖረው ፤ ምክንያቱም በኔትወርክ ምክንያት አልተላከም ብሎ እንደገና ስትሞክር በኃላ ግን ሁለት ጊዜ መላኩን ይነግርሃል !!! ከዚያ የፈሠሠ ውሃ አይታፈስም ይላል ያገሬ ሠው ።,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Worriest,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
shewalem,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"Best of all banks, easy to use app",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,3,6/7/2025
The worst app I have ever seen I hate it.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"You guys really need to improve the app. I know there are lots of users, more than any other bank. But still look at telebirr. There is an issue of receiving text when money is deposited. Buying airline ticket is a Hussle. The app in its current state doesn't represent the giant CBE!!",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,118,6/7/2025
It just disturbs if you left it open. Bad user experience,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Short and precise app.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It is a great app what i always prefer.but there are some shortcomings like all account wide statements are not seen and the receipt should contain the banks legal stamp after we completw the transactions. Continue.....!,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,12,6/7/2025
Very excellent,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
One of a kind app! Just wow!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It does its job well,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
BalanceDear Customer your Account 1********8778 has been debited with ETB 6000. Your Current Balance is ETB 14800000.1. Thank you for Banking with CBE!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
It is azgizm app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Was ok,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3.2,1,6/7/2025
Excellent application,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
The app was like very wonderful and easy to use but currently some problem is faced me which is after login does not show me account balance and account number.how can i solve this problem??,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,3,6/7/2025
"It's not consistent. Now you can use , tomorrow you can't. Until then you don't know when's goin to be fixed 😕",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It simply expires with in short period of time. And also it optionally sends multiple times.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,12,6/7/2025
When ever I wanted to transfer an amount or use some other service it keeps saying non available I tried to update it still the same,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's easy for the customer,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,11,6/7/2025
"0 star if possible, this bank is one of the most dumbest and most crowded banks I have ever seen. Plus, it is taking more than a month just to confirm the validity of the National ID I provided to open my account, so my account is still frozen for more than a month prior to it's creation and I can't use it. Never ever think about creating account using this bank. Anything that belongs to Ethiopian Government is in its poorest quality. Use modern banks like Awash bank or Abyssinia bank instead.",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
Pleas update this app is not working,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
fantastic,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Difficult to transfer,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"Except for the transaction sometimes not reaching destination,it is a good app",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Great!! a simple yet amazingly performant app!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,3,6/7/2025
No service,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Jest good 👍,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It is Very easy to use.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
its great,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
በዚህ መተግበሪያ መጠቀም ከጀመርኩ ቆይቻለሁ። አጠቃቀሙ ቀላልና ቀልጣፋ ነው።,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"No update available doesn't,'t show balance, no transfer available useless and a waste of time",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Great Mobile Banking Apps from great bank💞💞💞💞💞💞💞💞,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It does not show recent transactions changes quickly,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It is not working. The previous was better.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Evil system,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Makes everything easy,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,3,6/7/2025
It's really but the pin code is short please update to lon pin or password & fingerprint Please update to new version and put the long password,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,5,6/7/2025
At List we need to cheack our transction back to one year,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
this app is user friendly much easier and more interactive...I just like it.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,5,6/7/2025
I hope this bank have excellent Mobile app but please do on service...,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
በጣም የምወደው ባንክ,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Very satisfying and reliable Mobile banking app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,3,6/7/2025
It makes my payment issue easy,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
i am a fan,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3.2,1,6/7/2025
20years.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3,1,6/7/2025
Wonderful App. Thank you👏,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"The app is so nice, but credit & debit must be in service requirements.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Excellent apps and very friendly,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.2,2,6/7/2025
"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,621,6/7/2025
Best app for CBE in Ethiopia.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
It is best and fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Very nice app.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
ቆንጆ ነው።,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
It is preferred app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
It is easy and user friendly. To Use more MB add getting receipt and biometric authentication is mandatory like Telebirr.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,4,6/7/2025
"Eventhough,this's the biggest bank in Ethiopia there is a deep problem on it's application. NO NETWORK everytime 😔",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
"this app has bugs all over it!! you cant see your balance,transfer money inaddition shows error msg ""none available"". fix this!!",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,4,6/7/2025
"The app is not working, it repeatedly show notify ""can't sync""",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"The app is always buggy, you've to fix: 1. Transfer history. 2. The double(duplicate) transfer issue which everyone faces, were it gives our error and I've to transfer for a second time thinking it didn't work and both transferred transfers go through.",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,373,6/7/2025
Poor app,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
"This app is not working now. I installed it, but it is not opening.",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Such a fantastic app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Open my mobile banking us,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Why is the Beneficiary menu removed in this update? I'm using S9+ and running android 10...,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
I like your Apps CBE but sometimes I face a problem like transaction mistake.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"Why doesn't it show your previous bank balances alongside the transactions! It should show previous balances too! Only shows recent transaction, it must show old transactions as well! It would be great if you could print your bank statement from the app",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,55,6/7/2025
Easy to use and convenient,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
"I have been using this app. for long period of time but after my phone's motherboard was damaged and replaced it with a new one. it says ""your device is rooted"" whenever I have installed the app. again want to use it again as before. what shall I do?",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,9,6/7/2025
"It is a great app so far specially the speed is good. But it is important to know who send you money, so you should also show the sender's name if the receiver is in the sender's beneficiary list, because it shows the nick name of the receiver not the sender's name. Thank you.",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,348,6/7/2025
⭐⭐⭐⭐⭐,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Seems very Good,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Appkan waan ku haystaa si fiican buu noo caawiyaa badanaa,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Good improvement👍 number one app with in the bank industry.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
"Very excellent application Portable,easy and fast",5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,4,6/7/2025
best safe app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Kamaal Adam,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
How can I use this app?,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
It's good I like this app semtime sistem problem,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Very poor app from a huge bank.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Good mobile banking app,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
The latest update makes the system crash.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.3.1,1,6/7/2025
It is very nice app. I recommend all to use it.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
I believe this app is fantastic,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
Problem solving,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
GRAET APP,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
one of two,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Thank you app google manager its very useful!!! Thank you!!,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
It's good but a bit late and stack a lot,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Grt ap,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"For yesterday onward the app is not working for me, it only say None available?! I don't know the meaning of that????",1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
I really Like it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,2,6/7/2025
Abubeker negn,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,0,6/7/2025
Very exceptional.. 👍👍👍,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
"Good but needs improvement. It should retain my settings. For example, I turned off the cbe- Noor option, but everytime I open the app, it defaults back to the previous setting.",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,8,6/7/2025
Very poor application,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
COMERCIAL banks good,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,4.4.0,1,6/7/2025
